-29.038692,142.758316,168.021301,0.014793,0.022242,0.492565,-0.869865,0
-28.962303,142.542709,168.025101,0.014699,0.022475,0.492497,-0.869900,7342
-28.887821,142.323715,168.030243,0.014660,0.022574,0.492458,-0.869920,15855
-28.812576,142.101593,168.030640,0.014639,0.022720,0.492328,-0.869990,23640
-28.730942,141.875534,168.029755,0.014646,0.022828,0.492274,-0.870018,32073
-28.651333,141.644699,168.031143,0.014623,0.022914,0.492133,-0.870095,40665
-28.572918,141.411957,168.033722,0.014577,0.022925,0.492072,-0.870131,48809
-28.497410,141.171555,168.033203,0.014398,0.022866,0.492010,-0.870170,57253
-28.420401,140.929138,168.026505,0.014168,0.022833,0.492015,-0.870172,65721
-28.346371,140.680420,168.019501,0.013963,0.022707,0.492063,-0.870151,74138
-28.274012,140.424927,168.012543,0.013786,0.022534,0.492118,-0.870127,82600
-28.207302,140.166168,168.007523,0.013548,0.022220,0.492090,-0.870156,90870
-28.134871,139.904556,167.995667,0.013219,0.022054,0.492080,-0.870170,99117
-28.061176,139.638977,167.981934,0.012935,0.021876,0.492059,-0.870191,107443
-27.987957,139.373566,167.966415,0.012706,0.021725,0.491991,-0.870237,115863
-27.917599,139.101761,167.950012,0.012544,0.021671,0.491836,-0.870328,124059
-27.847172,138.827362,167.933014,0.012419,0.021652,0.491699,-0.870407,132343
-27.778530,138.548309,167.911407,0.012250,0.021713,0.491547,-0.870494,140973
-27.709007,138.268494,167.889771,0.012069,0.021681,0.491445,-0.870555,149201
-27.642441,137.980530,167.873245,0.011877,0.021703,0.491362,-0.870604,157659
-27.577591,137.692673,167.855637,0.011637,0.021643,0.491363,-0.870608,165970
-27.517033,137.401230,167.837769,0.011426,0.021542,0.491351,-0.870620,174559
-27.454996,137.107529,167.819794,0.011197,0.021481,0.491346,-0.870627,182795
-27.391768,136.813644,167.793015,0.011102,0.021554,0.491293,-0.870657,191270
-27.333355,136.513214,167.767380,0.010961,0.021723,0.491144,-0.870738,199657
-27.275658,136.211441,167.741425,0.010925,0.021989,0.490999,-0.870814,207826
-27.219223,135.908966,167.717484,0.010901,0.022368,0.490850,-0.870889,216226
-27.165531,135.599243,167.694595,0.011047,0.022787,0.490552,-0.871044,224558
-27.111267,135.293457,167.674789,0.011097,0.023228,0.490330,-0.871157,233033
-27.064442,134.980667,167.663101,0.011098,0.023714,0.490090,-0.871278,241354
-27.016903,134.670395,167.646912,0.011031,0.024364,0.489970,-0.871329,249740
-26.973486,134.354538,167.627823,0.011067,0.025038,0.489964,-0.871313,258059
-26.928902,134.037506,167.604340,0.011043,0.025750,0.490080,-0.871227,266747
-26.888800,133.711700,167.583160,0.011116,0.026407,0.490170,-0.871156,274837
-26.853394,133.386139,167.565903,0.011325,0.027018,0.490324,-0.871048,283141
-26.817394,133.058212,167.548477,0.011522,0.027593,0.490392,-0.870989,290931
-26.786613,132.724960,167.524658,0.011710,0.028216,0.490411,-0.870956,299403
-26.745319,132.398987,167.491318,0.011859,0.028860,0.490512,-0.870876,307729
-26.708961,132.071136,167.457840,0.011983,0.029384,0.490500,-0.870863,316100
-26.672173,131.743591,167.423126,0.012116,0.029920,0.490584,-0.870796,324433
-26.637793,131.415009,167.386230,0.012218,0.030460,0.490702,-0.870709,333711
