685.449036,42.394863,166.346924,-0.012559,0.003859,-0.228198,-0.973526,0
685.868958,42.573746,166.404907,-0.012300,0.004787,-0.228975,-0.973343,6752
686.288147,42.750748,166.467499,-0.011769,0.005722,-0.230089,-0.973082,14966
686.701538,42.926212,166.531357,-0.010946,0.006452,-0.231301,-0.972799,23018
687.112854,43.102436,166.588989,-0.010241,0.007040,-0.232617,-0.972489,31373
687.524658,43.275894,166.643814,-0.009556,0.007426,-0.234039,-0.972152,39702
687.931274,43.448189,166.705231,-0.009125,0.007309,-0.235382,-0.971833,48238
688.333130,43.615803,166.766098,-0.008789,0.007227,-0.236793,-0.971494,56537
688.733215,43.780483,166.807724,-0.008669,0.007066,-0.238187,-0.971155,65101
689.129089,43.948044,166.836945,-0.008838,0.007126,-0.239505,-0.970829,73487
689.528687,44.113609,166.867416,-0.009145,0.007139,-0.240866,-0.970489,81705
689.926880,44.277569,166.899460,-0.009701,0.007142,-0.242275,-0.970133,90217
690.321777,44.436672,166.936615,-0.010125,0.007224,-0.243702,-0.969770,98430
690.720032,44.594826,166.969299,-0.010811,0.007482,-0.245220,-0.969378,106932
691.112427,44.752552,166.999954,-0.011639,0.007854,-0.246626,-0.969009,115576
691.504028,44.912174,167.025742,-0.012762,0.008296,-0.248010,-0.968638,123822
691.894348,45.065716,167.046600,-0.013807,0.008591,-0.249428,-0.968257,132010
692.283386,45.216324,167.063705,-0.014748,0.008902,-0.250780,-0.967891,140197
692.670532,45.365799,167.077164,-0.015540,0.009125,-0.252064,-0.967543,148625
693.052368,45.514328,167.086639,-0.016338,0.009168,-0.253159,-0.967243,157024
693.433472,45.663975,167.105408,-0.016931,0.009076,-0.254303,-0.966934,165434
693.818848,45.813961,167.126511,-0.017296,0.008866,-0.255296,-0.966668,173803
694.203064,45.960964,167.151031,-0.017568,0.008622,-0.256402,-0.966372,182317
694.582275,46.109447,167.176468,-0.017780,0.008387,-0.257413,-0.966102,190672
694.961548,46.256767,167.201691,-0.017929,0.008166,-0.258497,-0.965811,198886
695.331970,46.402893,167.228317,-0.018017,0.007865,-0.259619,-0.965511,207346
695.700500,46.550331,167.254486,-0.018113,0.007470,-0.260774,-0.965201,215580
696.063965,46.695866,167.283279,-0.018097,0.007027,-0.261904,-0.964899,224019
696.425903,46.842426,167.306900,-0.018175,0.006593,-0.263076,-0.964581,232028
696.781555,46.983337,167.332321,-0.018171,0.005953,-0.264358,-0.964235,240421
697.139099,47.129368,167.360855,-0.018179,0.005286,-0.265671,-0.963878,248901
697.497498,47.279213,167.391937,-0.018092,0.004572,-0.267113,-0.963485,257068
697.853943,47.431362,167.420380,-0.017975,0.004027,-0.268596,-0.963077,265392
698.208984,47.579803,167.446167,-0.017899,0.003529,-0.270295,-0.962605,274108
698.551453,47.721684,167.471725,-0.017838,0.003122,-0.272076,-0.962105,282384
698.891724,47.866894,167.493347,-0.017898,0.002853,-0.273911,-0.961584,291070
699.229431,48.011467,167.515625,-0.018017,0.002645,-0.275882,-0.961019,299356
699.565308,48.157459,167.538422,-0.018171,0.002598,-0.277850,-0.960449,307597
699.898926,48.299484,167.558273,-0.018358,0.002564,-0.279899,-0.959851,315744
700.226135,48.437195,167.578476,-0.018571,0.002610,-0.281908,-0.959258,324121
700.554871,48.576881,167.596512,-0.018865,0.002691,-0.283977,-0.958642,332561
700.880188,48.716808,167.612839,-0.019204,0.002695,-0.286062,-0.958015,341311
701.206116,48.851948,167.633545,-0.019337,0.002678,-0.288216,-0.957367,349506
701.527710,48.988159,167.649780,-0.019484,0.002634,-0.290366,-0.956714,357941
701.850952,49.118771,167.661591,-0.019595,0.002701,-0.292538,-0.956049,365952
702.171143,49.254749,167.673737,-0.019720,0.002725,-0.294710,-0.955379,374274
702.491028,49.390938,167.687042,-0.019771,0.002716,-0.296843,-0.954718,382588
702.814270,49.523472,167.697464,-0.019841,0.002679,-0.299028,-0.954034,390964
703.134766,49.655743,167.708740,-0.019914,0.002588,-0.301287,-0.953322,399711
703.453125,49.784409,167.716843,-0.019954,0.002489,-0.303389,-0.952655,408020
703.771118,49.913631,167.725281,-0.019990,0.002335,-0.305637,-0.951935,416155
704.087097,50.042099,167.734009,-0.020014,0.002128,-0.307902,-0.951205,424240
704.403931,50.170006,167.741974,-0.020027,0.001922,-0.310256,-0.950440,433032
704.717712,50.296402,167.751175,-0.020021,0.001614,-0.312655,-0.949654,441301
705.039062,50.425274,167.752747,-0.019981,0.001389,-0.315145,-0.948832,449852
705.359436,50.552811,167.756638,-0.019783,0.001061,-0.317639,-0.948005,458282
705.678772,50.679279,167.759247,-0.019610,0.000706,-0.320149,-0.947164,466440
705.996826,50.804787,167.758240,-0.019449,0.000451,-0.322663,-0.946314,474526
706.310059,50.924580,167.762177,-0.019202,0.000150,-0.325203,-0.945449,482872
706.617249,51.047211,167.763580,-0.019059,-0.000064,-0.327700,-0.944589,491224
706.925781,51.167572,167.765350,-0.018838,-0.000227,-0.330291,-0.943691,499555
707.231567,51.287746,167.767517,-0.018665,-0.000284,-0.332836,-0.942800,507989
707.540771,51.406902,167.769623,-0.018517,-0.000278,-0.335474,-0.941868,516431
707.852051,51.521385,167.771179,-0.018367,-0.000165,-0.338088,-0.940935,525195
708.156738,51.641964,167.766281,-0.018336,-0.000121,-0.340713,-0.939988,533073
708.460083,51.760883,167.759583,-0.018292,-0.000025,-0.343298,-0.939048,541390
708.766174,51.878822,167.755356,-0.018284,0.000066,-0.345913,-0.938089,549488
709.069519,51.994087,167.748062,-0.018273,0.000156,-0.348399,-0.937168,557925
709.381287,52.104588,167.737625,-0.018297,0.000251,-0.350816,-0.936266,566450
709.688782,52.215279,167.726593,-0.018089,0.000285,-0.353185,-0.935379,574446
709.997375,52.322952,167.716461,-0.017679,0.000297,-0.355613,-0.934466,582746
710.304626,52.428989,167.705414,-0.017295,0.000254,-0.357959,-0.933577,591199
710.613220,52.531231,167.693787,-0.016926,0.000203,-0.360395,-0.932646,599575
710.926941,52.633266,167.677277,-0.016611,0.000082,-0.362858,-0.931696,608461
711.240356,52.735565,167.656357,-0.016314,-0.000134,-0.365321,-0.930739,616415
711.554932,52.836273,167.636536,-0.015942,-0.000347,-0.367867,-0.929742,624819
711.865601,52.935673,167.615509,-0.015656,-0.000680,-0.370418,-0.928733,633301
712.174866,53.028267,167.595261,-0.015284,-0.000927,-0.372973,-0.927716,642131
712.480286,53.116615,167.572205,-0.014900,-0.001170,-0.375543,-0.926684,650190
712.783264,53.203606,167.541351,-0.014452,-0.001261,-0.378130,-0.925639,658447
713.088135,53.288673,167.511017,-0.013978,-0.001377,-0.380705,-0.924590,666933
713.392944,53.371811,167.482071,-0.013560,-0.001528,-0.383396,-0.923483,675101
713.699280,53.450863,167.463440,-0.013026,-0.001575,-0.386008,-0.922402,683699
713.994507,53.526505,167.449905,-0.012532,-0.001758,-0.388748,-0.921257,691885
714.289124,53.601532,167.425934,-0.012156,-0.001735,-0.391546,-0.920077,700289
714.581360,53.672050,167.398117,-0.011826,-0.001790,-0.394332,-0.918890,708947
714.873047,53.740578,167.371277,-0.011426,-0.001878,-0.397231,-0.917646,717172
715.174377,53.811340,167.355423,-0.011074,-0.002121,-0.400178,-0.916368,725428
715.477539,53.882652,167.354233,-0.010535,-0.002403,-0.403237,-0.915032,733400
715.782471,53.951241,167.374985,-0.009781,-0.002766,-0.406344,-0.913664,741572
716.084412,54.014923,167.399155,-0.008926,-0.002950,-0.409408,-0.912303,749826
716.385193,54.076344,167.404678,-0.008254,-0.002860,-0.412315,-0.911000,758326
716.686218,54.133915,167.393463,-0.007969,-0.002764,-0.415107,-0.909733,766690
716.988831,54.191780,167.390045,-0.007754,-0.002688,-0.417719,-0.908539,775151
717.295654,54.246033,167.404465,-0.007415,-0.002484,-0.420250,-0.907374,783627
717.604858,54.299908,167.429184,-0.006874,-0.002056,-0.422708,-0.906237,791866
717.912720,54.351120,167.455154,-0.006467,-0.001571,-0.425054,-0.905144,800191
718.217773,54.407318,167.470032,-0.006364,-0.001153,-0.427362,-0.904058,808664
718.519348,54.462551,167.478928,-0.006278,-0.000741,-0.429630,-0.902983,816952
